empreendimento;ano;mes;ano_mes;produto;id_produto;safra;uf;municipio;cod_ibge;unidade_comercializacao;vlr_custo_variavel_ha;vlr_custo_variavel_unidade;vlr_custo_fixo_ha;vlr_custo_fixo_unidade;vlr_renda_fator_ha;vlr_renda_fator_unidade
AGRICULTURA FAMILIAR                    ;2018;3;201803;CAFE                                    ;7498;TODAS                                   ;MG;MANHUAÃ‡U-MG                                       ;3139409;60 kg   ;13472.63;384.9;1656.5;47.33;881.54;25.18
AGRICULTURA FAMILIAR                    ;2018;3;201803;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;12231.73;359.76;2112.86;62.14;1691.44;49.75
AGRICULTURA FAMILIAR                    ;2018;3;201803;CAFE                                    ;7090;TODAS                                   ;RO;CACOAL-RO                                         ;1100049;60 kg   ;10079.41;155.08;1088.38;16.74;836.13;12.87
AGRICULTURA FAMILIAR                    ;2018;3;201803;CAFE                                    ;7090;TODAS                                   ;RO;NOVA BRASILÃ‚NDIA D'OESTE-RO                       ;1100148;60 kg   ;9752.75;139.31;812.44;11.6;675.49;9.65
AGRICULTURA FAMILIAR                    ;2018;3;201803;FEIJAO CAUPI                            ;8629;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;50 kg   ;2707.45;180.47;1342.95;89.53;121.35;8.09
AGRICULTURA FAMILIAR                    ;2018;3;201803;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;1904.59;126.99;21.76;1.45;50.56;3.37
AGRICULTURA FAMILIAR                    ;2018;3;201803;MACA                                    ;6962;TODAS                                   ;RS;ANTÃ”NIO PRADO-RS                                  ;4300802;18 kg   ;26288.41;11.81;7523.91;3.39;2508.38;1.13
AGRICULTURA FAMILIAR                    ;2018;3;201803;MACA                                    ;6962;TODAS                                   ;SC;SÃƒO JOAQUIM-SC                                    ;4216503;kg      ;12452.26;0.275;4666.66;0.07;909.64;0.015
AGRICULTURA FAMILIAR                    ;2018;3;201803;MAMONA EM BAGA                          ;4739;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;2022.6;101.11;0.0;0.0;50.56;2.53
AGRICULTURA FAMILIAR                    ;2018;3;201803;MILHO                                   ;4742;1Âª SAFRA                                ;RS;CANGUÃ‡U-RS                                        ;4304507;60 kg   ;1308.21;19.63;490.67;7.36;276.12;4.14
AGRICULTURA FAMILIAR                    ;2018;3;201803;PESSEGO                                 ;11490;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;kg      ;3291.925;0.31;2003.26;0.11;925.59;0.055
AGRICULTURA FAMILIAR                    ;2018;3;201803;QUIABO                                  ;4773;TODAS                                   ;RJ;ITAOCARA-RJ                                       ;3302106;20 kg   ;36142.78;30.15;653.74;0.55;739.22;0.62
AGRICULTURA FAMILIAR                    ;2018;3;201803;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;MS;IVINHEMA-MS                                       ;5004700;t       ;6778.04;225.92;157.74;5.26;0.51;0.02
AGRICULTURA FAMILIAR                    ;2018;3;201803;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5166.4;206.545;1101.585;46.72;765.695;32.535
AGRICULTURA FAMILIAR                    ;2018;3;201803;TANGERINA                               ;5983;TODAS                                   ;RS;MONTENEGRO-RS                                     ;4312401;24 kg   ;4768.505;5.72;2063.355;1.615;1468.745;1.12
AGRICULTURA FAMILIAR                    ;2018;3;201803;TOMATE                                  ;4667;TODAS                                   ;SP;GUAPIARA-SP                                       ;3517604;kg      ;106104.54;1.14;1119.79;0.01;1092.15;0.02
AGRICULTURA FAMILIAR                    ;2018;3;201803;TRIGO                                   ;11191;TODAS                                   ;PR;CAPANEMA-PR                                       ;4104501;60 kg   ;1710.86;38.02;557.6;12.39;792.39;17.61
AGRICULTURA FAMILIAR                    ;2018;5;201805;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;1906.29;127.11;21.76;1.45;50.06;3.34
AGRICULTURA FAMILIAR                    ;2018;5;201805;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5119.79;204.725;1102.185;46.745;758.125;32.215
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7498;TODAS                                   ;BA;BARRA DO CHOÃ‡A-BA                                 ;2902906;60 kg   ;11563.16;385.44;1047.45;34.91;760.16;25.34
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7090;TODAS                                   ;ES;JAGUARÃ‰-ES                                        ;3203056;60 kg   ;11187.54;203.4;1086.55;19.75;1107.89;20.15
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7090;TODAS                                   ;ES;PINHEIROS-ES                                      ;3204104;60 kg   ;14373.33;221.14;780.67;12.02;487.96;7.51
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7498;TODAS                                   ;MG;MANHUAÃ‡U-MG                                       ;3139409;60 kg   ;17576.53;502.16;1727.92;49.37;797.91;22.8
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;12229.25;359.69;2113.02;62.14;1524.18;44.83
AGRICULTURA FAMILIAR                    ;2018;7;201807;CAFE                                    ;7090;TODAS                                   ;RO;NOVA BRASILÃ‚NDIA D'OESTE-RO                       ;1100148;60 kg   ;13538.61;193.42;800.32;11.43;609.43;8.71
AGRICULTURA FAMILIAR                    ;2018;7;201807;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;1953.34;130.23;21.76;1.45;54.68;3.65
AGRICULTURA FAMILIAR                    ;2018;7;201807;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5131.665;205.18;1102.185;46.745;689.98;29.32
AGRICULTURA FAMILIAR                    ;2018;8;201808;UVA                                     ;11144;TODAS                                   ;RS;FLORES DA CUNHA-RS                                ;4308201;kg      ;20472.74;1.03;3576.7;0.18;1128.28;0.06
AGRICULTURA FAMILIAR                    ;2018;9;201809;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;1955.27;130.36;21.76;1.45;54.23;3.62
AGRICULTURA FAMILIAR                    ;2018;9;201809;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5110.885;204.37;1102.185;46.745;684.3;29.085
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7498;TODAS                                   ;BA;BARRA DO CHOÃ‡A-BA                                 ;2902906;60 kg   ;11566.08;385.55;1051.79;35.06;699.24;23.3
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7090;TODAS                                   ;ES;JAGUARÃ‰-ES                                        ;3203056;60 kg   ;10716.45;194.86;1043.0;18.96;1054.87;19.18
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7090;TODAS                                   ;ES;PINHEIROS-ES                                      ;3204104;60 kg   ;15719.73;241.81;746.53;11.5;31.69;0.49
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7498;TODAS                                   ;ES;VENDA NOVA DO IMIGRANTE-ES                        ;3205069;60 kg   ;10819.36;309.16;750.87;21.45;1571.05;44.89
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7498;TODAS                                   ;MG;MANHUAÃ‡U-MG                                       ;3139409;60 kg   ;15019.76;429.11;1797.46;51.36;729.88;20.86
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;12790.23;376.18;2344.09;68.94;1407.56;41.4
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7090;TODAS                                   ;RO;CACOAL-RO                                         ;1100049;60 kg   ;9865.86;151.78;1018.05;15.66;786.87;12.11
AGRICULTURA FAMILIAR                    ;2018;11;201811;CAFE                                    ;7090;TODAS                                   ;RO;NOVA BRASILÃ‚NDIA D'OESTE-RO                       ;1100148;60 kg   ;12170.06;173.87;776.6;11.1;555.43;7.94
AGRICULTURA FAMILIAR                    ;2018;11;201811;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;2018.15;134.57;21.76;1.45;63.65;4.24
AGRICULTURA FAMILIAR                    ;2018;11;201811;LARANJA                                 ;4640;TODAS                                   ;BA;RIO REAL-BA                                       ;2927002;t       ;8322.08;416.09;2139.09;106.95;518.01;25.9
AGRICULTURA FAMILIAR                    ;2018;11;201811;LARANJA                                 ;5998;TODAS                                   ;RS;LIBERATO SALZANO-RS                               ;4311601;kg      ;7077.91;11.54;1364.76;2.23;1258.05;2.05
AGRICULTURA FAMILIAR                    ;2018;11;201811;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5094.14;203.72;1102.185;46.745;634.135;26.945
AGRICULTURA FAMILIAR                    ;2019;1;201901;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;2044.12;136.26;22.74;1.52;63.65;4.24
AGRICULTURA FAMILIAR                    ;2019;1;201901;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5090.54;203.65;1115.355;47.31;634.135;26.945
AGRICULTURA FAMILIAR                    ;2019;3;201903;ABACAXI                                 ;6320;TODAS                                   ;PA;CONCEIÃ‡ÃƒO DO ARAGUAIA-PA                          ;1502707;1000 kg ;12286.53;446.77;267.68;9.73;185.1;6.73
AGRICULTURA FAMILIAR                    ;2019;3;201903;ABACAXI                                 ;6320;TODAS                                   ;PB;SANTA RITA-PB                                     ;2513703;t       ;25474.4;578.96;801.4;18.21;410.31;9.33
AGRICULTURA FAMILIAR                    ;2019;3;201903;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6404.02;43.86;1556.6;10.66;1231.01;8.43
AGRICULTURA FAMILIAR                    ;2019;3;201903;ARROZ                                   ;11899;TODAS                                   ;RS;ELDORADO DO SUL-RS                                ;4306767;50 kg   ;3150.15;39.38;427.38;5.34;695.65;8.7
AGRICULTURA FAMILIAR                    ;2019;3;201903;BANANA                                  ;4629;TODAS                                   ;BA;BOM JESUS DA LAPA-BA                              ;2903904;20 kg   ;16931.75;13.02;13408.83;10.31;720.48;0.55
AGRICULTURA FAMILIAR                    ;2019;3;201903;BATATA                                  ;5520;TODAS                                   ;MG;BUENO BRANDÃƒO-MG                                  ;3109105;50 kg   ;26034.58;40.68;997.87;1.56;838.69;1.31
AGRICULTURA FAMILIAR                    ;2019;3;201903;BATATA                                  ;11171;TODAS                                   ;RS;SANTA MARIA DO HERVAL-RS                          ;4316956;50 kg   ;18845.15;37.7;2200.48;4.4;1283.52;2.57
AGRICULTURA FAMILIAR                    ;2019;3;201903;BATATA-DOCE                             ;11170;TODAS                                   ;RS;MARIANA PIMENTEL-RS                               ;4311981;22 kg   ;4314.8;6.79;464.75;0.73;436.5;0.69
AGRICULTURA FAMILIAR                    ;2019;3;201903;BATATA-DOCE                             ;9787;TODAS                                   ;SP;ANHUMAS-SP                                        ;3502408;30 kg   ;5700.41;15.54;1894.42;5.17;647.87;1.77
AGRICULTURA FAMILIAR                    ;2019;3;201903;CAFE                                    ;7498;TODAS                                   ;BA;BARRA DO CHOÃ‡A-BA                                 ;2902906;60 kg   ;12600.08;420.0;1296.41;43.21;802.69;26.76
AGRICULTURA FAMILIAR                    ;2019;3;201903;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;12792.1;376.24;2362.39;69.48;1296.49;38.13
AGRICULTURA FAMILIAR                    ;2019;3;201903;CAFE                                    ;7090;TODAS                                   ;RO;CACOAL-RO                                         ;1100049;60 kg   ;11355.88;174.71;1110.6;17.09;727.43;11.19
AGRICULTURA FAMILIAR                    ;2019;3;201903;FEIJAO CAUPI                            ;8629;TODAS                                   ;BA;GUANAMBI-BA                                       ;2911709;60 kg   ;1965.66;218.41;1035.81;115.09;169.73;18.86
AGRICULTURA FAMILIAR                    ;2019;3;201903;FEIJAO CAUPI                            ;8629;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;50 kg   ;2769.55;184.63;1377.88;91.86;92.55;6.17
AGRICULTURA FAMILIAR                    ;2019;3;201903;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;1979.47;131.97;22.74;1.52;38.56;2.57
AGRICULTURA FAMILIAR                    ;2019;3;201903;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;RO;ROLIM DE MOURA-RO                                 ;1100288;60 kg   ;3557.21;177.86;27.3;1.36;244.23;12.21
AGRICULTURA FAMILIAR                    ;2019;3;201903;LARANJA                                 ;4640;TODAS                                   ;BA;RIO REAL-BA                                       ;2927002;t       ;7663.32;383.16;2073.98;103.7;535.83;26.79
AGRICULTURA FAMILIAR                    ;2019;3;201903;LARANJA                                 ;5998;TODAS                                   ;RS;LIBERATO SALZANO-RS                               ;4311601;kg      ;7346.86;11.99;1444.75;2.36;1161.48;1.9
AGRICULTURA FAMILIAR                    ;2019;3;201903;MAMONA EM BAGA                          ;4739;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;2149.45;107.47;0.0;0.0;38.56;1.93
AGRICULTURA FAMILIAR                    ;2019;3;201903;MILHO                                   ;4742;1Âª SAFRA                                ;RS;CANGUÃ‡U-RS                                        ;4304507;60 kg   ;1350.3;20.25;534.58;8.02;212.25;3.18
AGRICULTURA FAMILIAR                    ;2019;3;201903;PESSEGO                                 ;11490;TODAS                                   ;RS;PELOTAS-RS                                        ;4314407;kg      ;7683.92;0.7;3324.43;0.3;912.8;0.08
AGRICULTURA FAMILIAR                    ;2019;3;201903;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;MARECHAL CÃ‚NDIDO RONDON-PR                        ;4114609;t       ;5843.69;212.875;701.28;27.08;1260.13;49.405
AGRICULTURA FAMILIAR                    ;2019;3;201903;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;4572.73;183.44;1107.615;46.98;583.975;24.815
AGRICULTURA FAMILIAR                    ;2019;3;201903;SOJA                                    ;4744;TODAS                                   ;PR;FRANCISCO BELTRÃƒO-PR                              ;4108403;60 kg   ;2279.89;41.45;337.38;6.13;530.1;9.64
AGRICULTURA FAMILIAR                    ;2019;3;201903;SOJA                                    ;4744;TODAS                                   ;RS;IJUÃ-RS                                           ;4310207;60 kg   ;1588.32;30.74;319.0;6.17;682.35;13.21
AGRICULTURA FAMILIAR                    ;2019;3;201903;TANGERINA                               ;5983;TODAS                                   ;RS;MONTENEGRO-RS                                     ;4312401;24 kg   ;9912.79;11.89;2738.75;3.29;1436.96;1.72
AGRICULTURA FAMILIAR                    ;2019;3;201903;TOMATE                                  ;4667;TODAS                                   ;RJ;SÃƒO JOSÃ‰ DE UBÃ-RJ                                ;3305133;20 kg   ;60634.07;17.32;410.93;0.12;786.34;0.22
AGRICULTURA FAMILIAR                    ;2019;3;201903;TRIGO                                   ;11191;TODAS                                   ;PR;CAPANEMA-PR                                       ;4104501;60 kg   ;1960.01;43.56;858.17;19.07;634.53;14.1
AGRICULTURA FAMILIAR                    ;2019;3;201903;TRIGO                                   ;11153;TODAS                                   ;RS;AJURICABA-RS                                      ;4300208;60 kg   ;1573.82;28.61;353.28;6.42;684.76;12.45
AGRICULTURA FAMILIAR                    ;2019;3;201903;UVA                                     ;11144;TODAS                                   ;RS;FLORES DA CUNHA-RS                                ;4308201;kg      ;20895.69;1.04;3675.21;0.18;1028.46;0.05
AGRICULTURA FAMILIAR                    ;2019;7;201907;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6527.35;44.71;2525.33;17.3;579.32;3.97
AGRICULTURA FAMILIAR                    ;2019;9;201909;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6455.1;44.22;2604.9;17.84;579.25;3.97
AGRICULTURA FAMILIAR                    ;2019;11;201911;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6342.73;43.45;2604.53;17.84;580.41;3.98
AGRICULTURA FAMILIAR                    ;2020;3;202003;ABACAXI                                 ;6320;TODAS                                   ;AL;ARAPIRACA-AL                                      ;2700300;un      ;26611.68;0.83;2259.1;0.07;416.48;0.01
AGRICULTURA FAMILIAR                    ;2020;3;202003;ABACAXI                                 ;6320;TODAS                                   ;PA;CONCEIÃ‡ÃƒO DO ARAGUAIA-PA                          ;1502707;1000 kg ;12782.46;464.82;256.29;9.32;185.1;6.73
AGRICULTURA FAMILIAR                    ;2020;3;202003;ABACAXI                                 ;6320;TODAS                                   ;PB;SANTA RITA-PB                                     ;2513703;t       ;27265.88;619.68;803.11;18.25;401.05;9.11
AGRICULTURA FAMILIAR                    ;2020;3;202003;AMENDOA DE CACAU                        ;9930;TODAS                                   ;BA;MUTUÃPE-BA                                        ;2922409;15 kg   ;4846.85;138.48;871.94;24.91;635.85;18.17
AGRICULTURA FAMILIAR                    ;2020;3;202003;ARROZ                                   ;11159;TODAS                                   ;RS;CACHOEIRA DO SUL-RS                               ;4303004;50 kg   ;6250.75;42.8;2669.2;18.28;561.6;3.85
AGRICULTURA FAMILIAR                    ;2020;3;202003;ARROZ                                   ;11899;TODAS                                   ;RS;ELDORADO DO SUL-RS                                ;4306767;50 kg   ;3267.66;40.85;436.23;5.45;696.38;8.7
AGRICULTURA FAMILIAR                    ;2020;3;202003;ARROZ                                   ;4685;TODAS                                   ;SC;MASSARANDUBA-SC                                   ;4210605;50 kg   ;3235.78;21.57;1944.43;12.96;905.63;6.04
AGRICULTURA FAMILIAR                    ;2020;3;202003;ARROZ                                   ;4685;TODAS                                   ;SC;MELEIRO-SC                                        ;4210803;50 kg   ;4943.04;33.4;1286.92;8.7;795.59;5.38
AGRICULTURA FAMILIAR                    ;2020;3;202003;BANANA                                  ;4629;TODAS                                   ;BA;BOM JESUS DA LAPA-BA                              ;2903904;20 kg   ;19500.26;15.0;15586.44;11.99;941.83;0.72
AGRICULTURA FAMILIAR                    ;2020;3;202003;BANANA                                  ;4627;TODAS                                   ;SC;CORUPÃ-SC                                         ;4204509;kg      ;11548.99;0.38;6401.35;0.21;1104.93;0.04
AGRICULTURA FAMILIAR                    ;2020;3;202003;BATATA                                  ;5520;TODAS                                   ;MG;BUENO BRANDÃƒO-MG                                  ;3109105;50 kg   ;26991.0;42.18;942.63;1.47;778.39;1.22
AGRICULTURA FAMILIAR                    ;2020;3;202003;BATATA                                  ;11171;TODAS                                   ;RS;SANTA MARIA DO HERVAL-RS                          ;4316956;50 kg   ;21234.34;42.46;2192.07;4.38;1244.1;2.49
AGRICULTURA FAMILIAR                    ;2020;3;202003;BATATA-DOCE                             ;11170;TODAS                                   ;RS;MARIANA PIMENTEL-RS                               ;4311981;22 kg   ;4365.59;6.86;470.59;0.74;437.16;0.69
AGRICULTURA FAMILIAR                    ;2020;3;202003;BATATA-DOCE                             ;9787;TODAS                                   ;SP;ANHUMAS-SP                                        ;3502408;30 kg   ;5781.04;15.92;1860.47;5.07;644.62;1.76
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7498;TODAS                                   ;BA;BARRA DO CHOÃ‡A-BA                                 ;2902906;60 kg   ;14229.3;355.73;1198.25;29.96;337.78;8.44
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;BA;ITABELA-BA                                        ;2914653;60 kg   ;13445.6;185.46;1489.18;20.54;469.48;6.48
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;ES;CASTELO-ES                                        ;3201407;60 kg   ;16863.87;281.06;2086.48;34.77;832.03;13.87
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;ES;COLATINA-ES                                       ;3201506;60 kg   ;18452.78;307.54;3025.27;50.42;612.83;10.21
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;ES;PINHEIROS-ES                                      ;3204104;60 kg   ;17229.62;275.68;7619.09;121.91;3426.4;54.82
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;ES;RIO BANANAL-ES                                    ;3204351;60 kg   ;18091.81;241.22;2659.5;35.46;1021.47;13.62
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7498;TODAS                                   ;ES;VENDA NOVA DO IMIGRANTE-ES                        ;3205069;60 kg   ;10309.45;294.56;675.17;19.29;981.07;28.03
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7498;TODAS                                   ;MG;GUAXUPÃ‰-MG                                        ;3128709;60 kg   ;9621.19;320.71;1302.24;43.41;635.18;21.17
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7498;TODAS                                   ;MG;MANHUAÃ‡U-MG                                       ;3139409;60 kg   ;9577.46;368.36;2446.34;94.09;772.12;29.7
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7498;TODAS                                   ;PR;LONDRINA-PR                                       ;4113700;60 kg   ;13321.43;391.81;2217.46;65.22;2096.3;61.66
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;RO;MACHADINHO D'OESTE-RO                             ;1100130;60 kg   ;17013.46;139.45;3263.91;26.75;376.18;3.08
AGRICULTURA FAMILIAR                    ;2020;3;202003;CAFE                                    ;7090;TODAS                                   ;RO;NOVA BRASILÃ‚NDIA D'OESTE-RO                       ;1100148;60 kg   ;14160.4;135.96;4083.3;39.21;610.27;5.86
AGRICULTURA FAMILIAR                    ;2020;3;202003;CARA                                    ;6428;TODAS                                   ;PE;BONITO-PE                                         ;2602308;15 kg   ;40423.58;16.5;8526.68;3.48;617.0;0.25
AGRICULTURA FAMILIAR                    ;2020;3;202003;CASTANHA DE CAJU                        ;4175;TODAS                                   ;CE;PACAJUS-CE                                        ;2309607;kg      ;1488.81;3.31;417.65;0.93;123.4;0.27
AGRICULTURA FAMILIAR                    ;2020;3;202003;CASTANHA DE CAJU                        ;4175;TODAS                                   ;PI;FRANCISCO SANTOS-PI                               ;2204204;kg      ;4594.87;5.1;698.08;0.78;48.62;0.05
AGRICULTURA FAMILIAR                    ;2020;3;202003;CASTANHA DE CAJU                        ;4175;TODAS                                   ;RN;SERRA DO MEL-RN                                   ;2413359;kg      ;2127.86;3.54;565.29;0.94;107.46;0.18
AGRICULTURA FAMILIAR                    ;2020;3;202003;CEBOLA                                  ;5368;TODAS                                   ;SC;ALFREDO WAGNER-SC                                 ;4200705;kg      ;20566.19;0.82;1438.69;0.06;1404.4;0.06
AGRICULTURA FAMILIAR                    ;2020;3;202003;FEIJAO CAUPI                            ;8629;TODAS                                   ;BA;GUANAMBI-BA                                       ;2911709;60 kg   ;2132.92;236.99;1191.87;132.43;169.73;18.86
AGRICULTURA FAMILIAR                    ;2020;3;202003;FEIJAO CAUPI                            ;8629;TODAS                                   ;CE;BREJO SANTO-CE                                    ;2302503;60 kg   ;2216.17;166.22;254.56;19.09;277.65;20.82
AGRICULTURA FAMILIAR                    ;2020;3;202003;FEIJAO CAUPI                            ;8629;TODAS                                   ;RR;BOA VISTA-RR                                      ;1400100;50 kg   ;2717.89;181.2;1379.59;91.97;154.25;10.28
AGRICULTURA FAMILIAR                    ;2020;3;202003;FEIJAO COMUM CORES                      ;8778;TODAS                                   ;RO;ROLIM DE MOURA-RO                                 ;1100288;60 kg   ;3537.99;176.9;28.59;1.43;244.23;12.21
AGRICULTURA FAMILIAR                    ;2020;3;202003;INHAME                                  ;6525;TODAS                                   ;PE;BONITO-PE                                         ;2602308;15 kg   ;56581.26;42.44;8451.68;6.34;617.0;0.46
AGRICULTURA FAMILIAR                    ;2020;3;202003;LARANJA                                 ;4640;TODAS                                   ;BA;RIO REAL-BA                                       ;2927002;t       ;7818.55;390.94;2107.22;105.36;660.18;33.01
AGRICULTURA FAMILIAR                    ;2020;3;202003;LARANJA                                 ;5998;TODAS                                   ;RS;LIBERATO SALZANO-RS                               ;4311601;kg      ;7257.55;0.29;1465.67;0.06;1162.13;0.05
AGRICULTURA FAMILIAR                    ;2020;3;202003;MAMONA EM BAGA                          ;4739;TODAS                                   ;BA;IRECÃŠ-BA                                          ;2914604;60 kg   ;2164.26;108.21;0.0;0.0;77.13;3.86
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;2Âª SAFRA                                ;MG;CALDAS-MG                                         ;3110301;60 kg   ;3705.32;30.88;1094.79;9.12;278.71;2.32
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;2Âª SAFRA                                ;PR;ASSIS CHATEAUBRIAND-PR                            ;4102000;60 kg   ;2486.86;24.87;272.46;2.72;421.5;4.21
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;2Âª SAFRA                                ;PR;FRANCISCO BELTRÃƒO-PR                              ;4108403;60 kg   ;2721.5;24.74;483.94;4.4;595.39;5.41
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;1Âª SAFRA                                ;PR;GUARAPUAVA-PR                                     ;4109401;60 kg   ;4828.08;26.33;836.41;4.56;508.3;2.77
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;1Âª SAFRA                                ;RS;CANGUÃ‡U-RS                                        ;4304507;60 kg   ;1674.26;25.11;591.42;8.87;217.74;3.27
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;1Âª SAFRA                                ;RS;VENÃ‚NCIO AIRES-RS                                 ;4322608;60 kg   ;2803.99;25.89;527.91;4.87;288.01;2.66
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;1Âª SAFRA                                ;SC;PALMITOS-SC                                       ;4212106;60 kg   ;4984.25;27.69;726.4;4.04;816.81;4.54
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;1Âª SAFRA                                ;SE;CARIRA-SE                                         ;2801405;60 kg   ;2765.57;27.66;111.41;1.11;285.05;2.85
AGRICULTURA FAMILIAR                    ;2020;3;202003;MILHO                                   ;4742;2Âª SAFRA                                ;SP;ASSIS-SP                                          ;3504008;60 kg   ;2280.13;30.4;618.47;8.25;503.55;6.71
AGRICULTURA FAMILIAR                    ;2020;3;202003;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;MARECHAL CÃ‚NDIDO RONDON-PR                        ;4114609;t       ;5791.965;211.145;671.97;25.885;1342.225;52.63
AGRICULTURA FAMILIAR                    ;2020;3;202003;RAIZ DE MANDIOCA                        ;14214;TODAS                                   ;PR;PARANAVAÃ-PR                                      ;4118402;t       ;5430.06;217.29;1214.39;51.5;797.735;33.92
AGRICULTURA FAMILIAR                    ;2020;3;202003;SOJA                                    ;4744;TODAS                                   ;PR;FRANCISCO BELTRÃƒO-PR                              ;4108403;60 kg   ;2450.83;44.56;338.95;6.16;582.8;10.6
