ano_agricola;dsc_safra_previsao;uf;produto;id_produto;area_plantada_mil_ha;producao_mil_t;produtividade_mil_ha_mil_t
1994/95             ;UNICA          ;AM;ARROZ                                   ;4684;5;6;1.2
1994/95             ;UNICA          ;AP;ARROZ                                   ;4684;1;1;1
1994/95             ;UNICA          ;BA;ARROZ                                   ;4684;58;98;1.7
1994/95             ;UNICA          ;CE;ARROZ                                   ;4684;78;200;2.6
1994/95             ;UNICA          ;DF;ARROZ                                   ;4684;1;2;2
1994/95             ;UNICA          ;ES;ARROZ                                   ;4684;26;68;2.6
1994/95             ;UNICA          ;GO;ARROZ                                   ;4684;271;461;1.7
1994/95             ;UNICA          ;MA;ARROZ                                   ;4684;662;926;1.4
1994/95             ;UNICA          ;MG;ARROZ                                   ;4684;365;606;1.7
1994/95             ;UNICA          ;MS;ARROZ                                   ;4684;94;236;2.5
1994/95             ;UNICA          ;MT;ARROZ                                   ;4684;400;760;1.9
1994/95             ;UNICA          ;PA;ARROZ                                   ;4684;230;331;1.4
1994/95             ;UNICA          ;PB;ARROZ                                   ;4684;13;19;1.5
1994/95             ;UNICA          ;PE;ARROZ                                   ;4684;5;20;4
1994/95             ;UNICA          ;PI;ARROZ                                   ;4684;281;399;1.4
1994/95             ;UNICA          ;PR;ARROZ                                   ;4684;111;222;2
1994/95             ;UNICA          ;RJ;ARROZ                                   ;4684;15;52;3.5
1994/95             ;UNICA          ;RN;ARROZ                                   ;4684;3;5;1.7
1994/95             ;UNICA          ;RO;ARROZ                                   ;4684;149;258;1.7
1994/95             ;UNICA          ;RR;ARROZ                                   ;4684;16;50;3.1
1994/95             ;UNICA          ;RS;ARROZ                                   ;4684;975;5070;5.2
1994/95             ;UNICA          ;SC;ARROZ                                   ;4684;154;722;4.7
1994/95             ;UNICA          ;SE;ARROZ                                   ;4684;4;15;3.8
1994/95             ;UNICA          ;SP;ARROZ                                   ;4684;138;222;1.6
1994/95             ;UNICA          ;TO;ARROZ                                   ;4684;169;413;2.4
1995/96             ;UNICA          ;AC;ARROZ                                   ;4684;35;50;1.4
1995/96             ;UNICA          ;AL;ARROZ                                   ;4684;10;34;3.4
1995/96             ;UNICA          ;AM;ARROZ                                   ;4684;3;3;1
1995/96             ;UNICA          ;AP;ARROZ                                   ;4684;1;0;0
1995/96             ;UNICA          ;BA;ARROZ                                   ;4684;50;64;1.3
1995/96             ;UNICA          ;CE;ARROZ                                   ;4684;82;211;2.6
1995/96             ;UNICA          ;DF;ARROZ                                   ;4684;1;1;1
1995/96             ;UNICA          ;ES;ARROZ                                   ;4684;21;65;3.1
1995/96             ;UNICA          ;GO;ARROZ                                   ;4684;198;313;1.6
1995/96             ;UNICA          ;MA;ARROZ                                   ;4684;662;926;1.4
1995/96             ;UNICA          ;MG;ARROZ                                   ;4684;310;534;1.7
1995/96             ;UNICA          ;MS;ARROZ                                   ;4684;88;254;2.9
1995/96             ;UNICA          ;MT;ARROZ                                   ;4684;432;842;1.9
1995/96             ;UNICA          ;PA;ARROZ                                   ;4684;203;293;1.4
1995/96             ;UNICA          ;PB;ARROZ                                   ;4684;12;23;1.9
1995/96             ;UNICA          ;PE;ARROZ                                   ;4684;4;19;4.8
1995/96             ;UNICA          ;PI;ARROZ                                   ;4684;250;376;1.5
1995/96             ;UNICA          ;PR;ARROZ                                   ;4684;96;193;2
1995/96             ;UNICA          ;RJ;ARROZ                                   ;4684;10;36;3.6
1995/96             ;UNICA          ;RN;ARROZ                                   ;4684;2;4;2
1995/96             ;UNICA          ;RO;ARROZ                                   ;4684;144;258;1.8
1995/96             ;UNICA          ;RR;ARROZ                                   ;4684;16;50;3.1
1995/96             ;UNICA          ;RS;ARROZ                                   ;4684;829;4210;5.1
1995/96             ;UNICA          ;SC;ARROZ                                   ;4684;154;732;4.8
1995/96             ;UNICA          ;SE;ARROZ                                   ;4684;10;29;2.9
1995/96             ;UNICA          ;SP;ARROZ                                   ;4684;110;177;1.6
1995/96             ;UNICA          ;TO;ARROZ                                   ;4684;132;342;2.6
1996/97             ;UNICA          ;AC;ARROZ                                   ;4684;35;50;1.4
1996/97             ;UNICA          ;AL;ARROZ                                   ;4684;8;32;4
1996/97             ;UNICA          ;AM;ARROZ                                   ;4684;3;3;1
1996/97             ;UNICA          ;AP;ARROZ                                   ;4684;1;0;0
1996/97             ;UNICA          ;BA;ARROZ                                   ;4684;50;75;1.5
1996/97             ;UNICA          ;CE;ARROZ                                   ;4684;65;158;2.4
1996/97             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
1996/97             ;UNICA          ;ES;ARROZ                                   ;4684;17;54;3.2
1996/97             ;UNICA          ;GO;ARROZ                                   ;4684;139;250;1.8
1996/97             ;UNICA          ;MA;ARROZ                                   ;4684;622;808;1.3
1996/97             ;UNICA          ;MG;ARROZ                                   ;4684;254;480;1.9
1996/97             ;UNICA          ;MS;ARROZ                                   ;4684;79;237;3
1996/97             ;UNICA          ;MT;ARROZ                                   ;4684;337;691;2
1996/97             ;UNICA          ;PA;ARROZ                                   ;4684;203;293;1.4
1996/97             ;UNICA          ;PB;ARROZ                                   ;4684;11;18;1.6
1996/97             ;UNICA          ;PE;ARROZ                                   ;4684;5;19;3.8
1996/97             ;UNICA          ;PI;ARROZ                                   ;4684;238;357;1.5
1996/97             ;UNICA          ;PR;ARROZ                                   ;4684;92;179;1.9
1996/97             ;UNICA          ;RJ;ARROZ                                   ;4684;9;27;3
1996/97             ;UNICA          ;RN;ARROZ                                   ;4684;2;1;0.5
1996/97             ;UNICA          ;RO;ARROZ                                   ;4684;141;247;1.8
1996/97             ;UNICA          ;RR;ARROZ                                   ;4684;16;50;3.1
1996/97             ;UNICA          ;RS;ARROZ                                   ;4684;779;4160;5.3
1996/97             ;UNICA          ;SC;ARROZ                                   ;4684;155;790;5.1
1996/97             ;UNICA          ;SE;ARROZ                                   ;4684;10;34;3.4
1996/97             ;UNICA          ;SP;ARROZ                                   ;4684;94;169;1.8
1996/97             ;UNICA          ;TO;ARROZ                                   ;4684;132;342;2.6
1997/98             ;UNICA          ;AC;ARROZ                                   ;4684;19;24;1.3
1997/98             ;UNICA          ;AL;ARROZ                                   ;4684;8;30;3.8
1997/98             ;UNICA          ;AM;ARROZ                                   ;4684;17;31;1.8
1997/98             ;UNICA          ;AP;ARROZ                                   ;4684;1;0;0
1997/98             ;UNICA          ;BA;ARROZ                                   ;4684;51;82;1.6
1997/98             ;UNICA          ;CE;ARROZ                                   ;4684;50;87;1.7
1997/98             ;UNICA          ;DF;ARROZ                                   ;4684;0;1;0
1997/98             ;UNICA          ;ES;ARROZ                                   ;4684;10;29;2.9
1997/98             ;UNICA          ;GO;ARROZ                                   ;4684;129;248;1.9
1997/98             ;UNICA          ;MA;ARROZ                                   ;4684;435;587;1.3
1997/98             ;UNICA          ;MG;ARROZ                                   ;4684;181;342;1.9
1997/98             ;UNICA          ;MS;ARROZ                                   ;4684;60;204;3.4
1997/98             ;UNICA          ;MT;ARROZ                                   ;4684;428;1019;2.4
1997/98             ;UNICA          ;PA;ARROZ                                   ;4684;280;328;1.2
1997/98             ;UNICA          ;PB;ARROZ                                   ;4684;8;3;0.4
1997/98             ;UNICA          ;PE;ARROZ                                   ;4684;4;16;4
1997/98             ;UNICA          ;PI;ARROZ                                   ;4684;145;93;0.6
1997/98             ;UNICA          ;PR;ARROZ                                   ;4684;83;167;2
1997/98             ;UNICA          ;RJ;ARROZ                                   ;4684;5;16;3.2
1997/98             ;UNICA          ;RN;ARROZ                                   ;4684;1;1;1
1997/98             ;UNICA          ;RO;ARROZ                                   ;4684;111;188;1.7
1997/98             ;UNICA          ;RR;ARROZ                                   ;4684;16;50;3.1
1997/98             ;UNICA          ;RS;ARROZ                                   ;4684;849;3609;4.3
1997/98             ;UNICA          ;SC;ARROZ                                   ;4684;143;806;5.6
1997/98             ;UNICA          ;SE;ARROZ                                   ;4684;10;36;3.6
1997/98             ;UNICA          ;SP;ARROZ                                   ;4684;73;122;1.7
1997/98             ;UNICA          ;TO;ARROZ                                   ;4684;132;348;2.6
1998/99             ;UNICA          ;AC;ARROZ                                   ;4684;21;28;1.3
1998/99             ;UNICA          ;AL;ARROZ                                   ;4684;8;32;4
1998/99             ;UNICA          ;AM;ARROZ                                   ;4684;17;30;1.8
1998/99             ;UNICA          ;AP;ARROZ                                   ;4684;1;1;1
1998/99             ;UNICA          ;BA;ARROZ                                   ;4684;69;83;1.2
1998/99             ;UNICA          ;CE;ARROZ                                   ;4684;54;128;2.4
1998/99             ;UNICA          ;DF;ARROZ                                   ;4684;2;4;2
1998/99             ;UNICA          ;ES;ARROZ                                   ;4684;8;20;2.5
1998/99             ;UNICA          ;GO;ARROZ                                   ;4684;206;359;1.7
1998/99             ;UNICA          ;MA;ARROZ                                   ;4684;444;621;1.4
1998/99             ;UNICA          ;MG;ARROZ                                   ;4684;180;324;1.8
1998/99             ;UNICA          ;MS;ARROZ                                   ;4684;70;252;3.6
1998/99             ;UNICA          ;MT;ARROZ                                   ;4684;730;1716;2.4
1998/99             ;UNICA          ;PA;ARROZ                                   ;4684;303;417;1.4
1998/99             ;UNICA          ;PB;ARROZ                                   ;4684;8;8;1
1998/99             ;UNICA          ;PE;ARROZ                                   ;4684;4;19;4.8
1998/99             ;UNICA          ;PI;ARROZ                                   ;4684;160;195;1.2
1998/99             ;UNICA          ;PR;ARROZ                                   ;4684;82;180;2.2
1998/99             ;UNICA          ;RJ;ARROZ                                   ;4684;6;15;2.5
1998/99             ;UNICA          ;RN;ARROZ                                   ;4684;1;1;1
1998/99             ;UNICA          ;RO;ARROZ                                   ;4684;103;154;1.5
1998/99             ;UNICA          ;RR;ARROZ                                   ;4684;16;51;3.2
1998/99             ;UNICA          ;RS;ARROZ                                   ;4684;985;5605;5.7
1998/99             ;UNICA          ;SC;ARROZ                                   ;4684;127;762;6
1998/99             ;UNICA          ;SE;ARROZ                                   ;4684;9;32;3.6
1998/99             ;UNICA          ;SP;ARROZ                                   ;4684;71;126;1.8
1998/99             ;UNICA          ;TO;ARROZ                                   ;4684;160;417;2.6
1999/00             ;UNICA          ;AC;ARROZ                                   ;4684;26;32;1.2
1999/00             ;UNICA          ;AL;ARROZ                                   ;4684;8;32;4
1999/00             ;UNICA          ;AM;ARROZ                                   ;4684;17;31;1.8
1999/00             ;UNICA          ;AP;ARROZ                                   ;4684;1;1;1
1999/00             ;UNICA          ;BA;ARROZ                                   ;4684;56;93;1.7
1999/00             ;UNICA          ;CE;ARROZ                                   ;4684;60;169;2.8
1999/00             ;UNICA          ;DF;ARROZ                                   ;4684;1;2;2
1999/00             ;UNICA          ;ES;ARROZ                                   ;4684;7;19;2.7
1999/00             ;UNICA          ;GO;ARROZ                                   ;4684;147;284;1.9
1999/00             ;UNICA          ;MA;ARROZ                                   ;4684;478;717;1.5
1999/00             ;UNICA          ;MG;ARROZ                                   ;4684;135;291;2.2
1999/00             ;UNICA          ;MS;ARROZ                                   ;4684;74;251;3.4
1999/00             ;UNICA          ;MT;ARROZ                                   ;4684;675;1891;2.8
1999/00             ;UNICA          ;PA;ARROZ                                   ;4684;313;454;1.4
1999/00             ;UNICA          ;PB;ARROZ                                   ;4684;9;15;1.7
1999/00             ;UNICA          ;PE;ARROZ                                   ;4684;5;20;4
1999/00             ;UNICA          ;PI;ARROZ                                   ;4684;173;252;1.5
1999/00             ;UNICA          ;PR;ARROZ                                   ;4684;80;177;2.2
1999/00             ;UNICA          ;RJ;ARROZ                                   ;4684;5;14;2.8
1999/00             ;UNICA          ;RN;ARROZ                                   ;4684;1;2;2
1999/00             ;UNICA          ;RO;ARROZ                                   ;4684;95;190;2
1999/00             ;UNICA          ;RR;ARROZ                                   ;4684;16;51;3.2
1999/00             ;UNICA          ;RS;ARROZ                                   ;4684;942;5088;5.4
1999/00             ;UNICA          ;SC;ARROZ                                   ;4684;134;804;6
1999/00             ;UNICA          ;SE;ARROZ                                   ;4684;10;38;3.8
1999/00             ;UNICA          ;SP;ARROZ                                   ;4684;62;114;1.8
1999/00             ;UNICA          ;TO;ARROZ                                   ;4684;148;392;2.6
2000/01             ;UNICA          ;AC;ARROZ                                   ;4684;26;36;1.4
2000/01             ;UNICA          ;AL;ARROZ                                   ;4684;6;35;5.8
2000/01             ;UNICA          ;AM;ARROZ                                   ;4684;18;33;1.8
2000/01             ;UNICA          ;AP;ARROZ                                   ;4684;2;2;1
2000/01             ;UNICA          ;BA;ARROZ                                   ;4684;33;32;1
2000/01             ;UNICA          ;CE;ARROZ                                   ;4684;46;48;1
2000/01             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2000/01             ;UNICA          ;ES;ARROZ                                   ;4684;6;20;3.3
2000/01             ;UNICA          ;GO;ARROZ                                   ;4684;118;207;1.8
2000/01             ;UNICA          ;MA;ARROZ                                   ;4684;459;661;1.4
2000/01             ;UNICA          ;MG;ARROZ                                   ;4684;108;192;1.8
2000/01             ;UNICA          ;MS;ARROZ                                   ;4684;54;209;3.9
2000/01             ;UNICA          ;MT;ARROZ                                   ;4684;459;1267;2.8
2000/01             ;UNICA          ;PA;ARROZ                                   ;4684;274;458;1.7
2000/01             ;UNICA          ;PB;ARROZ                                   ;4684;6;1;0.2
2000/01             ;UNICA          ;PE;ARROZ                                   ;4684;2;8;4
2000/01             ;UNICA          ;PI;ARROZ                                   ;4684;164;181;1.1
2000/01             ;UNICA          ;PR;ARROZ                                   ;4684;78;179;2.3
2000/01             ;UNICA          ;RJ;ARROZ                                   ;4684;4;12;3
2000/01             ;UNICA          ;RN;ARROZ                                   ;4684;1;1;1
2000/01             ;UNICA          ;RO;ARROZ                                   ;4684;92;168;1.8
2000/01             ;UNICA          ;RR;ARROZ                                   ;4684;16;60;3.8
2000/01             ;UNICA          ;RS;ARROZ                                   ;4684;940;5190;5.5
2000/01             ;UNICA          ;SC;ARROZ                                   ;4684;137;882;6.4
2000/01             ;UNICA          ;SE;ARROZ                                   ;4684;10;38;3.8
2000/01             ;UNICA          ;SP;ARROZ                                   ;4684;53;101;1.9
2000/01             ;UNICA          ;TO;ARROZ                                   ;4684;135;363;2.7
2001/02             ;UNICA          ;AC;ARROZ                                   ;4684;22;31;1.4
2001/02             ;UNICA          ;AL;ARROZ                                   ;4684;7;39;5.6
2001/02             ;UNICA          ;AM;ARROZ                                   ;4684;12;21;1.8
2001/02             ;UNICA          ;AP;ARROZ                                   ;4684;2;2;1
2001/02             ;UNICA          ;BA;ARROZ                                   ;4684;27;40;1.5
2001/02             ;UNICA          ;CE;ARROZ                                   ;4684;42;99;2.4
2001/02             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2001/02             ;UNICA          ;ES;ARROZ                                   ;4684;5;13;2.6
2001/02             ;UNICA          ;GO;ARROZ                                   ;4684;114;216;1.9
2001/02             ;UNICA          ;MA;ARROZ                                   ;4684;480;624;1.3
2001/02             ;UNICA          ;MG;ARROZ                                   ;4684;98;210;2.1
2001/02             ;UNICA          ;MS;ARROZ                                   ;4684;51;218;4.3
2001/02             ;UNICA          ;MT;ARROZ                                   ;4684;440;1216;2.8
2001/02             ;UNICA          ;PA;ARROZ                                   ;4684;266;467;1.8
2001/02             ;UNICA          ;PB;ARROZ                                   ;4684;8;10;1.2
2001/02             ;UNICA          ;PE;ARROZ                                   ;4684;4;21;5.2
2001/02             ;UNICA          ;PI;ARROZ                                   ;4684;156;86;0.6
2001/02             ;UNICA          ;PR;ARROZ                                   ;4684;78;182;2.3
2001/02             ;UNICA          ;RJ;ARROZ                                   ;4684;3;8;2.7
2001/02             ;UNICA          ;RN;ARROZ                                   ;4684;2;5;2.5
2001/02             ;UNICA          ;RO;ARROZ                                   ;4684;70;132;1.9
2001/02             ;UNICA          ;RR;ARROZ                                   ;4684;12;66;5.5
2001/02             ;UNICA          ;RS;ARROZ                                   ;4684;985;5465;5.5
2001/02             ;UNICA          ;SC;ARROZ                                   ;4684;141;929;6.6
2001/02             ;UNICA          ;SE;ARROZ                                   ;4684;10;44;4.4
2001/02             ;UNICA          ;SP;ARROZ                                   ;4684;41;111;2.7
2001/02             ;UNICA          ;TO;ARROZ                                   ;4684;145;371;2.6
2002/03             ;UNICA          ;AC;ARROZ                                   ;4684;24;33;1.4
2002/03             ;UNICA          ;AL;ARROZ                                   ;4684;2;12;6
2002/03             ;UNICA          ;AM;ARROZ                                   ;4684;12;23;1.9
2002/03             ;UNICA          ;AP;ARROZ                                   ;4684;3;4;1.3
2002/03             ;UNICA          ;BA;ARROZ                                   ;4684;17;30;1.8
2002/03             ;UNICA          ;CE;ARROZ                                   ;4684;38;100;2.6
2002/03             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2002/03             ;UNICA          ;ES;ARROZ                                   ;4684;3;8;2.7
2002/03             ;UNICA          ;GO;ARROZ                                   ;4684;112;222;2
2002/03             ;UNICA          ;MA;ARROZ                                   ;4684;498;707;1.4
2002/03             ;UNICA          ;MG;ARROZ                                   ;4684;89;192;2.2
2002/03             ;UNICA          ;MS;ARROZ                                   ;4684;50;238;4.8
2002/03             ;UNICA          ;MT;ARROZ                                   ;4684;445;1290;2.9
2002/03             ;UNICA          ;PA;ARROZ                                   ;4684;278;555;2
2002/03             ;UNICA          ;PB;ARROZ                                   ;4684;8;11;1.4
2002/03             ;UNICA          ;PE;ARROZ                                   ;4684;3;17;5.7
2002/03             ;UNICA          ;PI;ARROZ                                   ;4684;141;198;1.4
2002/03             ;UNICA          ;PR;ARROZ                                   ;4684;69;180;2.6
2002/03             ;UNICA          ;RJ;ARROZ                                   ;4684;3;8;2.7
2002/03             ;UNICA          ;RN;ARROZ                                   ;4684;2;7;3.5
2002/03             ;UNICA          ;RO;ARROZ                                   ;4684;61;116;1.9
2002/03             ;UNICA          ;RR;ARROZ                                   ;4684;19;106;5.6
2002/03             ;UNICA          ;RS;ARROZ                                   ;4684;960;4696;4.9
2002/03             ;UNICA          ;SC;ARROZ                                   ;4684;145;1043;7.2
2002/03             ;UNICA          ;SE;ARROZ                                   ;4684;10;43;4.3
2002/03             ;UNICA          ;SP;ARROZ                                   ;4684;38;104;2.7
2002/03             ;UNICA          ;TO;ARROZ                                   ;4684;155;425;2.7
2003/04             ;UNICA          ;AC;ARROZ                                   ;4684;27;38;1.4
2003/04             ;UNICA          ;AL;ARROZ                                   ;4684;3;12;4
2003/04             ;UNICA          ;AM;ARROZ                                   ;4684;12;23;1.9
2003/04             ;UNICA          ;AP;ARROZ                                   ;4684;3;4;1.3
2003/04             ;UNICA          ;BA;ARROZ                                   ;4684;29;63;2.2
2003/04             ;UNICA          ;CE;ARROZ                                   ;4684;38;92;2.4
2003/04             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2003/04             ;UNICA          ;ES;ARROZ                                   ;4684;4;10;2.5
2003/04             ;UNICA          ;GO;ARROZ                                   ;4684;161;345;2.1
2003/04             ;UNICA          ;MA;ARROZ                                   ;4684;518;720;1.4
2003/04             ;UNICA          ;MG;ARROZ                                   ;4684;94;212;2.3
2003/04             ;UNICA          ;MS;ARROZ                                   ;4684;55;240;4.4
2003/04             ;UNICA          ;MT;ARROZ                                   ;4684;676;1932;2.9
2003/04             ;UNICA          ;PA;ARROZ                                   ;4684;280;541;1.9
2003/04             ;UNICA          ;PB;ARROZ                                   ;4684;9;13;1.4
2003/04             ;UNICA          ;PE;ARROZ                                   ;4684;9;52;5.8
2003/04             ;UNICA          ;PI;ARROZ                                   ;4684;160;168;1
2003/04             ;UNICA          ;PR;ARROZ                                   ;4684;66;175;2.7
2003/04             ;UNICA          ;RJ;ARROZ                                   ;4684;3;9;3
2003/04             ;UNICA          ;RN;ARROZ                                   ;4684;3;8;2.7
2003/04             ;UNICA          ;RO;ARROZ                                   ;4684;79;166;2.1
2003/04             ;UNICA          ;RR;ARROZ                                   ;4684;25;134;5.4
2003/04             ;UNICA          ;RS;ARROZ                                   ;4684;1039;6433;6.2
2003/04             ;UNICA          ;SC;ARROZ                                   ;4684;151;1000;6.6
2003/04             ;UNICA          ;SE;ARROZ                                   ;4684;10;40;4
2003/04             ;UNICA          ;SP;ARROZ                                   ;4684;35;106;3
2003/04             ;UNICA          ;TO;ARROZ                                   ;4684;166;424;2.6
2004/05             ;UNICA          ;AC;ARROZ                                   ;4684;27;36;1.3
2004/05             ;UNICA          ;AL;ARROZ                                   ;4684;3;13;4.3
2004/05             ;UNICA          ;AM;ARROZ                                   ;4684;12;24;2
2004/05             ;UNICA          ;AP;ARROZ                                   ;4684;3;4;1.3
2004/05             ;UNICA          ;BA;ARROZ                                   ;4684;37;88;2.4
2004/05             ;UNICA          ;CE;ARROZ                                   ;4684;36;102;2.8
2004/05             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2004/05             ;UNICA          ;ES;ARROZ                                   ;4684;4;12;3
2004/05             ;UNICA          ;GO;ARROZ                                   ;4684;182;381;2.1
2004/05             ;UNICA          ;MA;ARROZ                                   ;4684;536;718;1.3
2004/05             ;UNICA          ;MG;ARROZ                                   ;4684;111;256;2.3
2004/05             ;UNICA          ;MS;ARROZ                                   ;4684;54;236;4.4
2004/05             ;UNICA          ;MT;ARROZ                                   ;4684;777;2043;2.6
2004/05             ;UNICA          ;PA;ARROZ                                   ;4684;298;652;2.2
2004/05             ;UNICA          ;PB;ARROZ                                   ;4684;9;5;0.6
2004/05             ;UNICA          ;PE;ARROZ                                   ;4684;10;49;4.9
2004/05             ;UNICA          ;PI;ARROZ                                   ;4684;180;234;1.3
2004/05             ;UNICA          ;PR;ARROZ                                   ;4684;63;150;2.4
2004/05             ;UNICA          ;RJ;ARROZ                                   ;4684;3;10;3.3
2004/05             ;UNICA          ;RN;ARROZ                                   ;4684;1;3;3
2004/05             ;UNICA          ;RO;ARROZ                                   ;4684;98;223;2.3
2004/05             ;UNICA          ;RR;ARROZ                                   ;4684;26;135;5.2
2004/05             ;UNICA          ;RS;ARROZ                                   ;4684;1050;6333;6
2004/05             ;UNICA          ;SC;ARROZ                                   ;4684;154;1050;6.8
2004/05             ;UNICA          ;SE;ARROZ                                   ;4684;10;41;4.1
2004/05             ;UNICA          ;SP;ARROZ                                   ;4684;34;102;3
2004/05             ;UNICA          ;TO;ARROZ                                   ;4684;199;456;2.3
2005/06             ;UNICA          ;AC;ARROZ                                   ;4684;25;33;1.3
2005/06             ;UNICA          ;AL;ARROZ                                   ;4684;3;13;4.3
2005/06             ;UNICA          ;AM;ARROZ                                   ;4684;11;21;1.9
2005/06             ;UNICA          ;AP;ARROZ                                   ;4684;3;4;1.3
2005/06             ;UNICA          ;BA;ARROZ                                   ;4684;18;16;0.9
2005/06             ;UNICA          ;CE;ARROZ                                   ;4684;36;114;3.2
2005/06             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2005/06             ;UNICA          ;ES;ARROZ                                   ;4684;3;10;3.3
2005/06             ;UNICA          ;GO;ARROZ                                   ;4684;111;207;1.9
2005/06             ;UNICA          ;MA;ARROZ                                   ;4684;506;709;1.4
2005/06             ;UNICA          ;MG;ARROZ                                   ;4684;92;199;2.2
2005/06             ;UNICA          ;MS;ARROZ                                   ;4684;43;193;4.5
2005/06             ;UNICA          ;MT;ARROZ                                   ;4684;287;739;2.6
2005/06             ;UNICA          ;PA;ARROZ                                   ;4684;212;423;2
2005/06             ;UNICA          ;PB;ARROZ                                   ;4684;8;11;1.4
2005/06             ;UNICA          ;PE;ARROZ                                   ;4684;5;21;4.2
2005/06             ;UNICA          ;PI;ARROZ                                   ;4684;148;195;1.3
2005/06             ;UNICA          ;PR;ARROZ                                   ;4684;62;181;2.9
2005/06             ;UNICA          ;RJ;ARROZ                                   ;4684;3;9;3
2005/06             ;UNICA          ;RN;ARROZ                                   ;4684;2;4;2
2005/06             ;UNICA          ;RO;ARROZ                                   ;4684;76;147;1.9
2005/06             ;UNICA          ;RR;ARROZ                                   ;4684;24;122;5.1
2005/06             ;UNICA          ;RS;ARROZ                                   ;4684;1040;6872;6.6
2005/06             ;UNICA          ;SC;ARROZ                                   ;4684;156;1099;7
2005/06             ;UNICA          ;SE;ARROZ                                   ;4684;10;33;3.3
2005/06             ;UNICA          ;SP;ARROZ                                   ;4684;29;84;2.9
2005/06             ;UNICA          ;TO;ARROZ                                   ;4684;106;265;2.5
2006/07             ;UNICA          ;AC;ARROZ                                   ;4684;22;29;1.3
2006/07             ;UNICA          ;AL;ARROZ                                   ;4684;3;14;4.7
2006/07             ;UNICA          ;AM;ARROZ                                   ;4684;13;20;1.5
2006/07             ;UNICA          ;AP;ARROZ                                   ;4684;3;2;0.7
2006/07             ;UNICA          ;BA;ARROZ                                   ;4684;21;29;1.4
2006/07             ;UNICA          ;CE;ARROZ                                   ;4684;32;71;2.2
2006/07             ;UNICA          ;DF;ARROZ                                   ;4684;0;1;0
2006/07             ;UNICA          ;ES;ARROZ                                   ;4684;3;8;2.7
2006/07             ;UNICA          ;GO;ARROZ                                   ;4684;120;234;2
2006/07             ;UNICA          ;MA;ARROZ                                   ;4684;511;711;1.4
2006/07             ;UNICA          ;MG;ARROZ                                   ;4684;85;187;2.2
2006/07             ;UNICA          ;MS;ARROZ                                   ;4684;42;211;5
2006/07             ;UNICA          ;MT;ARROZ                                   ;4684;280;734;2.6
2006/07             ;UNICA          ;PA;ARROZ                                   ;4684;207;397;1.9
2006/07             ;UNICA          ;PB;ARROZ                                   ;4684;7;5;0.7
2006/07             ;UNICA          ;PE;ARROZ                                   ;4684;5;26;5.2
2006/07             ;UNICA          ;PI;ARROZ                                   ;4684;153;136;0.9
2006/07             ;UNICA          ;PR;ARROZ                                   ;4684;57;179;3.1
2006/07             ;UNICA          ;RJ;ARROZ                                   ;4684;3;9;3
2006/07             ;UNICA          ;RN;ARROZ                                   ;4684;2;4;2
2006/07             ;UNICA          ;RO;ARROZ                                   ;4684;71;146;2.1
2006/07             ;UNICA          ;RR;ARROZ                                   ;4684;22;114;5.2
2006/07             ;UNICA          ;RS;ARROZ                                   ;4684;954;6419;6.7
2006/07             ;UNICA          ;SC;ARROZ                                   ;4684;156;1099;7
2006/07             ;UNICA          ;SE;ARROZ                                   ;4684;12;53;4.4
2006/07             ;UNICA          ;SP;ARROZ                                   ;4684;25;71;2.8
2006/07             ;UNICA          ;TO;ARROZ                                   ;4684;157;408;2.6
2007/08             ;UNICA          ;AC;ARROZ                                   ;4684;13;20;1.5
2007/08             ;UNICA          ;AL;ARROZ                                   ;4684;3;13;4.3
2007/08             ;UNICA          ;AM;ARROZ                                   ;4684;5;9;1.8
2007/08             ;UNICA          ;AP;ARROZ                                   ;4684;3;4;1.3
2007/08             ;UNICA          ;BA;ARROZ                                   ;4684;26;41;1.6
2007/08             ;UNICA          ;CE;ARROZ                                   ;4684;34;100;2.9
2007/08             ;UNICA          ;DF;ARROZ                                   ;4684;0;0;0
2007/08             ;UNICA          ;ES;ARROZ                                   ;4684;2;6;3
2007/08             ;UNICA          ;GO;ARROZ                                   ;4684;94;197;2.1
2007/08             ;UNICA          ;MA;ARROZ                                   ;4684;478;700;1.5
2007/08             ;UNICA          ;MG;ARROZ                                   ;4684;68;144;2.1
2007/08             ;UNICA          ;MS;ARROZ                                   ;4684;35;188;5.4
2007/08             ;UNICA          ;MT;ARROZ                                   ;4684;240;683;2.8
2007/08             ;UNICA          ;PA;ARROZ                                   ;4684;163;310;1.9
2007/08             ;UNICA          ;PB;ARROZ                                   ;4684;7;9;1.3
2007/08             ;UNICA          ;PE;ARROZ                                   ;4684;5;28;5.6
2007/08             ;UNICA          ;PI;ARROZ                                   ;4684;143;227;1.6
2007/08             ;UNICA          ;PR;ARROZ                                   ;4684;47;173;3.7
2007/08             ;UNICA          ;RJ;ARROZ                                   ;4684;2;8;4
2007/08             ;UNICA          ;RN;ARROZ                                   ;4684;2;5;2.5
